text,label,naive_bayes_prediction
ngomong implementasi ai chatgpt emang ga habis buat produk orangorang jarang hierarchy of needs data science bikin kece jelas ,Positif,Positif
anjir chatgpt gokil bales feedback client haha,Positif,Positif
muncul resah chatgpt ai kian marak sambut khalayak comot hasil karya runyam tuju hak cipta,Positif,Positif
kjulimata pergunta no chat gpt,Netral,Netral
nasihat chatgpt bagus dah pinter banget w bilang butuh bf wkwkwk gin,Positif,Positif
wtf barusan liat nyoba bikin cover letter pake chatgpt grammar pilih diksi bagus banget,Positif,Positif
hebat chatgpt ni boss fix python code and it works damn,Positif,Positif
sambung cerpen gerimis pagi chatgpt edit,Netral,Netral
gg celcom please reply before sms ni tp nasib successful naya nak chat whatsapp lagibye celcom rela chatgpt chat cs celcom,Positif,Positif
duniya mein berojgari kam thi jo ye chatgpt or aa gya,Netral,Netral
main chatgpt seru uy,Netral,Netral
aymericugc chat gpt merci,Netral,Netral
anjggg lu gw suruh bikin paragraf opini realisme neoklasik negara random yg kaya ganyambung logis aja ngitung gin doang gabisa wtf chat gpt ai,Positif,Positif
fintwitdecoded chatgpt likhwa raha h tweets,Netral,Netral
assalamualaikum tulis review chatgpt platform gpt bantu tulis teks desain baca review lengkap blog mamangreview chatgpt gpt teknologi productivity,Positif,Positif
ai peter masalah ai chatgpt ai salah jawapan gtgtthread ringkas ai,Positif,Positif
adidas yeezy brandingan yeezy simak lengkap topik esports the big chatgpt top hiphop comfortepedia weekly highlights,Negatif,Negatif
benefit nyata dri ai chatgpt adlh eksplorasi aplikasi pd ranah domain develop bisnis dgn pakai odoo develop chatgpt pakai trigger catat paham ttg programming,Positif,Positif
njir w jd goblog klw solusi coding pake chatgpt,Netral,Netral
chatgpt baik inspirasi,Positif,Netral
nyobain chatgpt baris perintah baris fungsi bikin udah gitu ditunjukin maka kerja ancam,Netral,Netral
chatgpt nya burnout,Netral,Netral
ok siri,Positif,Netral
chatgpt fajar sih klo liat replyannya sesat ai wkwkwkwk,Positif,Positif
pasni blh la chatgpt utk soal exam ptd,Netral,Netral
menodins openai chat gpt,Netral,Netral
org kagum pd chatgpt sy percaya llm yg org kira dlm mathematical reasoning model bahasa buruk ketimbang,Positif,Positif
chatgpt ngga canda,Netral,Netral
bikin chatgpt masuk surga,Positif,Netral
bikin au ff mudah deh how to use chat gpt for writing indepth tutoria,Positif,Positif
chat gpt tum nhh ho payega ssc ki tayari kro,Netral,Netral
reafghanistan lala have you asked chatgpt about habibullah kalakani,Netral,Netral
shazni try chatgpt boek explain yg kau faham,Netral,Netral
suruh tulis cerpen chatgpt keliru bahasa melayu malaysia bahasa indonesia kadangkadang campur aduk kena perinci tulis cerpen bahasa malaysia,Negatif,Negatif
nyuruh ai cek analisis skor web semalem pagi udah gabisa alas si ai ga akses internet kmaren gw pake analisis isi web wkwk chatgpt,Netral,Netral
bebaskanbuku kalo sejarah yahudi kristen islam aja chatgpt,Positif,Positif
me kayak enak ya pasang web developer ngobrolnya nyambung also me mending gue ngobrol ama chatgpt,Positif,Positif
chatgpt bantu umtuk programmer,Positif,Netral
adiwriter coba chatgpt tau jawab,Positif,Netral
cryptokingkeyur bhai ek full informative video banao chatgpt uper,Negatif,Negatif
kalo galau ngadu curhatnya chatgpt ges ,Netral,Netral
dosen kek udh tau chatgpt tugas yg bentuk dokumen bet,Netral,Netral
idextratime beliin ronaldo pake duit ronaldo,Netral,Netral
function teruk chatgpt selesai,Netral,Netral
chat gpt asa chat jarvis,Netral,Netral
haijordi tanamfess maap tp kdg chatgpt suka ngaco dikit,Netral,Netral
gadishalu collegemenfess ai gitu kirim teks full artificial intelligence pikir ngeri aja ya teknologi wkwk cobain search aja chatgpt,Positif,Positif
flammingo collegemenfess chatgpt tu kak,Netral,Netral
collegemenfess udah coba pake chatgpt lumayan bantu referensi wkwkkw cobain,Positif,Positif
intip keatif maksimal canggih chatgpt viral,Negatif,Negatif
hotspot wifi hubung cari perangkat hubung,Positif,Netral
ddd vs merise selon chatgpt,Netral,Netral
kaget hamba,Netral,Netral
hahahahahahaha terap hadist,Netral,Netral
hell dogs korea jepang tonton,Netral,Netral
gue nemuin seru chat gpt anjiirrr seru banget interaksi ai ngehalu hahahahaha,Positif,Positif
ive just posted a new blog sejarah kuala kapuas chatgpt,Positif,Positif
chatgpt capai juta user lebih histori instagram spotify luncur sumber chartr kemkominfo brinindonesia,Negatif,Negatif
awat kecoh eh pasal chatgpt ni,Netral,Netral
chatgpt nyolong ide kulit kerang ajaib,Positif,Positif
gila gue sih kalo guru smpsma murid tech savvy ngerti manfaatin google search chatgpt bikin pr esai kelar sih gabakal bedain hasil otak ai,Positif,Positif
gokil sih nyobain chatgpt bantuin bikin skripsi,Positif,Positif
royhermans capungcpnk batas proses machine learningnya masukin juta nada lirik yg suka orang kombinasi yg musik nyoba samasekali takjub yg texttoimage chatgpt,Positif,Positif
chatgpt dalle emang kotak pandora nggak ngebuka problemproblem buka sempat scary and exciting,Positif,Positif
cuti isnin luang review utk bangun chatgpt web application insyaallah lepas ni integrasi sedia fungsi software sasar hujung q digital workplace platform yg mudah amp pasu,Positif,Positif
bhmcp investirenslip bon bah chatgpt,Netral,Netral
aalukahalwa chatgpt ko band kro,Negatif,Negatif
txtfrombrand janganjangan pakai chat gpt mgilangjanuar,Negatif,Netral
mgilangjanuar manamana rame chat gpt eh buka linkedin aja langsung muncul,Positif,Positif
duckmeorleaveme yupienfess kekny sendernha pake chatgpt nya elon musk deh bru rilis bbrp minggu emang behaowksbhzuw,Netral,Netral
pernah pikir dunia sedia search engineex google mudah wawas bawa buku openai chatgpt muncul olah akurat teknologi machine learningnya malas wake up me,Positif,Positif
ovrtd pake chatgpt tur biar wkwk,Netral,Netral
pesan moral translatornya gokil emang wibu,Positif,Positif
adreshta collegemenfess chatgpt kak ns,Netral,Netral
moviemenfes buset yg ngasih referensi anime beneran nang d loh mo gimana gak nyata,Positif,Positif
anjeeeengggg fajaaarr fajaaarr,Netral,Netral
lirakker dul chatgpt ju ra puna seo ekspertave,Positif,Positif
mundhvasoham chatgpt ka galat istemal,Netral,Netral
chatgpt nanya kayak mudah erti gimana programming programmerhumor chatgpt ceritakoding,Positif,Positif
kumbe chatgpt inaweza ikawa darasa tosha kabisa,Netral,Netral
aja selesai makalah bantu chatgpt peran chatgpt makalah abstrak dahulu prafrase sumber sekunder simpul makalah halaman selesai jam duarr,Positif,Positif
cobra bluray bluray,Netral,Netral
reztafep codingfess nassruddindin pgn reply sek lucu tur wedi linkedin e marking,Positif,Positif
reztafep codingfess nassruddindin gan haha hihi kartap kalo nassruddindin,Negatif,Negatif
chatgpt certik auditing meta rn,Netral,Netral
screenshot chatgpt nyebelin salah nyebelin bilang original hasil chatgpt,Negatif,Negatif
rilis chatgpt hypenya gw lgsg bayang data amp dau google yg perlahan turun imbang amp dau chat gpt tingkat,Netral,Netral
codingfess nassruddindin reztafep ayo ayo gimana lur wkwk,Positif,Positif
chatgpt emang asu asu asu op dosen bimbing tiga ku love u,Netral,Netral
assignment pakai chatgpt ni letak reference,Netral,Positif
rezarazali chatgpt check error coding,Netral,Netral
chatgpt solusi saat bocil random diceritain,Negatif,Netral
chatgpt has an api,Netral,Netral
otw namatin tutorial design systemnya designershalo tahap ketemu description text pake text legend lorem ipsum dolor si jametdan tibatiba inget chatgpt by openai generate deskripsi teks brdasrkan bye bang jamet,Positif,Positif
gpt for data labeling link gpt chatgpt datalabeling nlproc nlp ai datascience,Positif,Positif
cewek gue gue kenalin chatgpt anteng bgt tagih,Negatif,Negatif
pd chatgpt bijak strategis yg majelis dikdasmenpusat pp muhammadiyah utk meminimalisir senjang kualitas sekolah muhammadiyah indonesia digitalisasi mitra general normatif,Positif,Positif
bayangin dosen jurus sasing jaman ngasi tugas bikin artikel mahasiswa pake chatgpt ga auto a nilai,Positif,Positif
collegemenfess pake chatgpt edit dikit,Netral,Netral
mathurkhushi shrishtysays papa g bol,Netral,Netral
turut chatgpt ai alat cocok bangkit inspirasi inspirasi,Positif,Positif
absen campur tangan manusia chatgpt ai cipta dasar,Netral,Netral
ai chatgpt buat tony stark ngobrol jarvis benarbenar batas gun ai bablas,Positif,Positif
lqit rassi kandwz lwqt kaml f chat gpt,Netral,Netral
sociotalker jabat bikin pake chatgpt,Netral,Netral
malam uji chatgpt bantu selesai kerja,Netral,Netral
xondamirovna chatgpt sorasin faqat bizda vpn bilan isblayapti ekan,Netral,Netral
bc chatgpt melody itni chocolaty kyo hai maang kr ye mystery khatam kr skte hai,Netral,Netral
helenreflects epistemichoe sent,Netral,Netral
epistemichoe helenreflects sent,Netral,Netral
bzbroeth gpt amp chatgpt,Netral,Netral
cape bgt biasa udh mudah chatgpt ama gugel gilir tinggal tes doang aja ngantuk bgt udhlah gw pasrah aja dah ntar klu ga terima bangkit cari magang mbkm aja kalik ya,Positif,Positif
chat gpt sakti guys,Netral,Netral
gila chatgpt,Negatif,Negatif
dibikinin kalimat dahulu event ngarang bebas cari google chatgpt ,Positif,Positif
chatgpt has rcp as bau,Negatif,Netral
cacingsmackdown juanetkhrnns very recommended gus ta gua kelar bahas sm chatgpt kmrn wkwkwk,Negatif,Positif
gila sih chatgpt langsung kasih stepstepnya,Negatif,Negatif
please dosen indo notice asli gw skripsi pake chatgpt,Positif,Positif
chatgpt is da key,Netral,Netral
chatgpt demonstrasi mampu manusia pikir abstrak,Positif,Positif
nunnizar chatgpt jago hu chatgpt wkwkwk,Netral,Netral
nyobain chat gpt lumayan banget dikembangin post blog manfaat stuck mo nulis pikir idetema tulis aja recomended yg mau copas aja,Positif,Positif
ismailfahmi iya mas fahmi bahaya sensitif bener chatgpt narasi udah juru kampanye,Negatif,Negatif
ahyarros sindonews chatgpt indonesia laku produksi mobil listrik ekspor negara jawab,Positif,Positif
krampus bluray,Negatif,Netral
nonton gajah onsen doang gak genre jepang banget,Netral,Netral
adegan tai kucing tetep tai kentoed yamazaki dah pegang gak plintir slurrrp,Negatif,Negatif
karakter favorite tetep chishiya lur anti lepek welelele ampe baju putih tetep putih,Positif,Positif
karakter season aneh e lur pisah jelajah shibuya tokyo tau kalo kota keliling gunung borderlandnya pas ketemu ina gak omong jalan kasih clue gitu eh biar gak bilang spoiler,Positif,Positif
referensi,Netral,Netral
cakep bener ann ayaka miyoshi alice in borderland short hair supremacy gak boong,Netral,Netral
cha nzeru ndawoneko chaka chino ndi chatgpt basi,Negatif,Negatif
google cemas chatgpt openai kalah fitur cari gambar,Positif,Negatif
pake chatgpt,Netral,Netral
racun ga coder dah net visual programming ga coder dah workflow tinggal drag and drop action ga coder dah chatgpt tinggal taro bdd spec codingin oh no,Positif,Positif
coblos chatgpt aja,Netral,Netral
seru nih barusan coba tarik hal chatgpt fakta salah tampil damping hasil cari bantu kualitas linknya google search,Negatif,Positif
anggitaps ngapain ya bapuck ngmgin chatgpt ya keren de brou,Positif,Netral
gue bikin thread gimana chatgpt bantu produktivitas ga pakai curang copas konten nulis artikel gambar bikin project gue chatgpt bikinin silabus kuasain a,Positif,Positif
gue ga copas chatgpt struktur kalimat nggak gue pake bantu gue kasih pola tulis gue spesifik google jawab ambigu rekan ngobrol,Positif,Positif
konten kemarin rose diagram gue olah bantu tools salah yg bak asisten pribadi gue nulis chatgpt powerful banget mecahin writers block project nulis yg bantu kasih gue poinpoin pake,Positif,Positif
aslamips goa me ponda pass shiv temple,Netral,Netral
teknologi ai kembang stream sebelumya ai gambar dalle midjourney ai chatting chat gpt ai alat tools pengaruh orang guna,Positif,Positif
ridwan kamil ngepromosiin chatgpt oke ngepromosiin tti iti aing demo,Positif,Positif
kombinasi cerdas buat chatgpt aplikasi tinder obrol tarik cepat kencan tinderdate chatgpt,Positif,Positif
mantull,Netral,Netral
tagih main chatgpt,Negatif,Netral
technewsmv chatgpt akee google search viyafaari ah nurahkale,Netral,Netral
chatgpt akee google search viyafaari ah nurahkale,Netral,Netral
rishquotes isi bahane ganja funkna seekh gaye hum,Netral,Netral
vi santa sach hua wo tumhari if santa were real tweet nhie padhega,Netral,Netral
chatgpt tools mesti skill yg bagus nya oke sbb skill yg bagus bukti bawa tahu nanyea,Positif,Positif
populer tekno ipad ipad pro resmi indonesia google ketarketir chatgpt sharing password netflix murah,Positif,Positif
como usa o chatgpt da openai,Netral,Netral
merry xmas  myhimeji,Netral,Netral
teknologi chatgpt timbul tantang asesmen tugas tulis esai mahasiswa kampus ,Negatif,Positif
chatgpt email phishing ed sms pericolosi creati in pochi secondi,Netral,Netral
omg ai on chat gpt thats its make mind blowing buset dahh ai nya udah gila gila ai chatgpt aviation aviationlovers,Negatif,Negatif
chatgpt email phishing ed sms pericolosi creati in pochi secondi,Netral,Netral
xondamirovna keyingisiga albatta chatgpt foydalaning bizni domlalar baribir oqishiga shunham bor,Netral,Netral
chat gpt kenape anjinggg,Negatif,Netral
gnolbo emersonyuntho bicara disrupsi ridwankamil gue ngetes andal chatgpt sungguh cerdas rupa manusia arang bebas,Positif,Positif
collegemenfess coba open ai chat gpt kak,Netral,Netral
latifaskka chatgpt unggul make apps chatgpt diluncurin,Positif,Positif
gubernur bahas chatgpt nguapaiiiiiiiin,Negatif,Netral
lu masukin chatgpt referensi,Netral,Netral
google kabar ketarketir popularitas chatgpt roket google kebut kembang produk ai saing chatgpt,Positif,Positif
lanjutin polri jadi polri,Netral,Netral
kenal chatgpt cerdas buat layak mesin cari bunuh google artificialintelligence chatgpt,Positif,Positif
ridwankamil coba chatgpt gimana publik transport kota bandung,Positif,Positif
budimandjatmiko chatgptbot chat gpt error inputnya sistem wikipedia input terverivikasi cari sumber literatur mending ubek google youtube drpd chat gpt sumber pikir dr kumpul data orang orang,Positif,Positif
lu kl gapunya suprot sistem temenan aja ama chat gpt,Positif,Negatif
monicasadevy ungskii hahahaha chatgpt nanya nama anak gaul biar trend tiktok,Netral,Netral
ane ai bagus banget chatgpt gile top bgt tp disalahgunakan dikomersilkan etc ente bingung copyrightnya gimana nama ai artist tolong ganti ente artist prompter,Positif,Positif
fafdajalebie naya sikar dhundo,Netral,Netral
chatgpt gak beda google kalem ajah manusia bom ganti robot chatgpt karna chatgpt google nya pisau pisau gantung si guna nyawalaupun chatgpt lebih cerdas google tetep ajah manusia yg guna,Positif,Positif
jjjjjjjojas byangin berangkat kerja pake chatgpt,Positif,Positif
seniman karya curi profesi terjemah kian kian ancam sisi guna rugi akibat bijak aplikasi penuh aman data tfrupdate artificialintelligence ai magicavatar lensaai chatgpt,Positif,Positif
mudah jangkau aplikasi bas artificial intelligence ai lensaai chatgpt bukti dampak agam sektor hidup,Positif,Positif
chatgpt seo wait for me tiktok seo,Netral,Netral
omurdensezgin chatgpt define iyi manzara and rate kandilli bophorus view,Netral,Netral
kimhashasin tanda milu,Positif,Positif
fitur poe quora chatgpt chatbot kembang openai,Netral,Netral
btw kunci dlm hitung menit chatgpt rekomendasi bijak atas banjir macet,Positif,Positif
dzakng ngerjain ta halang chatgpt,Netral,Netral
chatgpt manusia salah koreksi,Negatif,Negatif
request mari bahas chatgpt serta jinak lets go,Netral,Netral
chatgpt down overload user hehe ridwankamil bersamajuara,Positif,Positif
chatgpt pake down server kudu mikir,Netral,Netral
google khawatir chatgpt bunuh layan search,Negatif,Negatif
chatgpt sistem down paiseh,Netral,Netral
hanchooo gws chatgpt,Netral,Netral
bekal didik moral chat gpt bahaya disalahgunakan bersamajuara ridwankamil,Positif,Positif
orang pake chatgpt ngeblank chatgpt full,Netral,Netral
disrupsi digital bantu kepala daerah pidato ai chatgpt,Netral,Positif
chatgpt gak gantiin google google model yg canggih nama palm gak share publik,Negatif,Negatif
bapakojoll lahiyabay btw lek saiki skripsi guampang lek soale onok chatgpt,Negatif,Negatif
cheating with chatgpt program sederhana python menit denga via youtube chatgpt openai ai chatbot python programmer cheating otaku,Positif,Positif
chatgpt teman baik,Positif,Netral
hascreativeid sampah,Negatif,Netral
ismailfahmi ridwankamil bikin pidato pake ai chatgpt,Netral,Netral
ismailfahmi slide deck dgn cepat amp mudah berkat chatgpt amp latex biar tambah list reference chatgpt jg,Positif,Positif
keyurshah exactly keyur google nay aur seo guru jo banay hoyian awam ko darany k peechy ya ho jayian gha ai say wo ho jyian gha aur awaam dr rahi thi but chatgpt nay phool khool dian,Netral,Netral
